source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
oxford3000	oxford3000:keep:verb:1	keep	держать; хранить; продолжать	verb	A1	[kiːp]	Keep your ticket until the end.	Сохраняй билет до конца.		daily life,actions	keeps,kept,keeping
oxford3000	oxford3000:mistake:noun:1	mistake	ошибка	noun	A1	[mɪˈsteɪk]	I made a mistake in the answer.	Я сделал ошибку в ответе.		education,communication	mistakes
oxford3000	oxford3000:february:noun:1	february	февраль	noun	A1	[ˈfebruəri]	My birthday is in February.	Мой день рождения в феврале.		time	
oxford3000	oxford3000:happen:verb:1	happen	случаться; происходить	verb	A1	[ˈhæpən]	What happened yesterday?	Что случилось вчера?		daily life,events	happens,happened,happening
oxford3000	oxford3000:key:noun:1	key	ключ	noun	A1	[kiː]	I cannot find my key.	Я не могу найти свой ключ.		daily life,home	keys
oxford3000	oxford3000:key:adjective:1	key	ключевой; основной	adjective	A1	[kiː]	This is a key point.	Это ключевой момент.		communication,education	
oxford3000	oxford3000:feel:verb:1	feel	чувствовать; ощущать	verb	A1	[fiːl]	I feel tired today.	Сегодня я чувствую себя уставшим.		emotions,health	feels,felt,feeling
oxford3000	oxford3000:kilometre:noun:1	kilometre	километр	noun	A1	[ˈkɪləmiːtə(r)]	The hotel is one kilometre from here.	Отель находится в одном километре отсюда.		travel,numbers	kilometres
oxford3000	oxford3000:feeling:noun:1	feeling	чувство; ощущение	noun	A1	[ˈfiːlɪŋ]	I had a strange feeling.	У меня было странное чувство.		emotions,health	feelings
oxford3000	oxford3000:hard:adverb:1	hard	усердно; сильно; тяжело	adverb	A1	[hɑːd]	She works hard every day.	Она усердно работает каждый день.		work,actions	
oxford3000	oxford3000:kind:noun:1	kind	вид; тип	noun	A1	[kaɪnd]	What kind of music do you like?	Какой вид музыки тебе нравится?		communication,basic words	kinds
oxford3000	oxford3000:hat:noun:1	hat	шляпа; шапка	noun	A1	[hæt]	He is wearing a black hat.	На нём чёрная шляпа.		clothes,daily life	hats
oxford3000	oxford3000:kitchen:noun:1	kitchen	кухня	noun	A1	[ˈkɪtʃɪn]	We are cooking in the kitchen.	Мы готовим на кухне.		home,food	kitchens
oxford3000	oxford3000:monday:noun:1	monday	понедельник	noun	A1	[ˈmʌndeɪ]	The lesson is on Monday.	Урок в понедельник.		time,education	mondays
oxford3000	oxford3000:few:determiner:1	few	несколько; мало	determiner	A1	[fjuː]	I have a few questions.	У меня есть несколько вопросов.		grammar,numbers	
oxford3000	oxford3000:few:adjective:1	few	немногие; немногочисленные	adjective	A1	[fjuː]	Few people know this place.	Немногие люди знают это место.		grammar,people	
oxford3000	oxford3000:few:pronoun:1	few	немногие; несколько человек или вещей	pronoun	A1	[fjuː]	A few stayed after class.	Несколько человек остались после урока.		grammar,people	
oxford3000	oxford3000:hate:verb:1	hate	ненавидеть; очень не любить	verb	A1	[heɪt]	I hate cold weather.	Я ненавижу холодную погоду.		emotions,daily life	hates,hated,hating
oxford3000	oxford3000:fifteen:number:1	fifteen	пятнадцать	number	A1	[ˌfɪfˈtiːn]	There are fifteen students in the room.	В комнате пятнадцать студентов.		numbers	
oxford3000	oxford3000:have:verb:1	have	иметь; обладать	verb	A1	[hæv]	I have a new phone.	У меня есть новый телефон.		basic words,daily life	has,had,having
oxford3000	oxford3000:month:noun:1	month	месяц	noun	A1	[mʌnθ]	January is the first month.	Январь — первый месяц.		time	months
oxford3000	oxford3000:fifth:number:1	fifth	пятый	number	A1	[fɪfθ]	This is the fifth question.	Это пятый вопрос.		numbers,time	
oxford3000	oxford3000:have to:verb:1	have to	быть должным; приходиться	verb	A1	[ˈhæv tə]	I have to go now.	Мне нужно идти сейчас.		grammar,daily life	has to,had to,having to
oxford3000	oxford3000:more:determiner:1	more	больше; ещё	determiner	A1	[mɔː(r)]	We need more time.	Нам нужно больше времени.		grammar,numbers	
oxford3000	oxford3000:more:pronoun:1	more	больше; ещё больше	pronoun	A1	[mɔː(r)]	Would you like more?	Хочешь ещё?		grammar,communication	
oxford3000	oxford3000:more:adverb:1	more	более; больше	adverb	A1	[mɔː(r)]	Please speak more slowly.	Пожалуйста, говори медленнее.		grammar,communication	
oxford3000	oxford3000:fifty:number:1	fifty	пятьдесят	number	A1	[ˈfɪfti]	The ticket costs fifty euros.	Билет стоит пятьдесят евро.		numbers,money	
oxford3000	oxford3000:he:pronoun:1	he	он	pronoun	A1	[hiː]	He is my brother.	Он мой брат.		grammar,people	
oxford3000	oxford3000:fill:verb:1	fill	наполнять; заполнять	verb	A1	[fɪl]	Please fill the bottle with water.	Пожалуйста, наполни бутылку водой.		actions,daily life	fills,filled,filling
oxford3000	oxford3000:last:determiner:1	last	последний; прошлый	determiner	A1	[lɑːst]	I saw her last week.	Я видел её на прошлой неделе.		time,grammar	
