source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
core5000	core5000:absence:noun:1	absence	отсутствие	noun	B1	[ˈæbsəns]	We discussed the absence at work.	Мы обсудили это на работе: отсутствие.	Absence связано с absent — отсутствующий.	work,education	absences
core5000	core5000:academic:adjective:1	academic	академический; учебный	adjective	B1	[ˌækədˈemɪk]	The example is academic.	Пример такой: академический.	Academic почти как “академический”.	education	
core5000	core5000:accompany:verb:1	accompany	сопровождать	verb	B1	[əkˈʌmpəniː]	We need to accompany this.	Нужно выполнить это действие: сопровождать.	Accompany = идти/быть вместе с кем-то.	travel,people	accompanies,accompanied,accompanying
core5000	core5000:accomplish:verb:1	accomplish	выполнять; достигать	verb	B1	[əkˈɑːmplɪʃ]	We need to accomplish this.	Нужно выполнить это действие: выполнять.	Accomplish близко к achieve: успешно выполнить или достичь.	work,education	accomplishes,accomplished,accomplishing
core5000	core5000:acid:noun:1	acid	кислота	noun	B1	[ˈæsəd]	We discussed the acid.	Мы обсудили это: кислота.		science	acids
core5000	core5000:actual:adjective:1	actual	фактический; настоящий	adjective	B1	[ˈæktʃəwəl]	The example is actual.	Пример такой: фактический.	Actual не значит “актуальный” в русском смысле. Чаще actual = фактический, настоящий.	communication,education	
core5000	core5000:actor:noun:1	actor	актёр	noun	A1	[ˈæktɜː]	We discussed the actor.	Мы обсудили это: актёр.	Actor почти как “актёр”.	art,people	actors
core5000	core5000:actress:noun:1	actress	актриса	noun	A2	[ˈæktrəs]	We discussed the actress.	Мы обсудили это: актриса.	Actress почти как “актриса”.	art,people	actresses
core5000	core5000:adapt:verb:1	adapt	адаптировать; приспосабливаться	verb	B1	[ədˈæpt]	We need to adapt this.	Нужно выполнить это действие: адаптировать.	Adapt почти как “адаптировать”.	work,education	adapts,adapted,adapting
core5000	core5000:addition:noun:1	addition	добавление; сложение	noun	A2	[ədˈɪʃən]	Check the addition before you continue.	Проверь это перед продолжением: добавление.	Addition связано с add — добавлять. In addition = кроме того.	education,IT	additions
core5000	core5000:adjust:verb:1	adjust	регулировать; настраивать	verb	B1	[ədʒˈʌst]	We need to adjust this.	Нужно выполнить это действие: регулировать.	Adjust = немного изменить, подстроить. Adjust settings — настроить параметры.	IT,work	adjusts,adjusted,adjusting
core5000	core5000:administration:noun:1	administration	администрация	noun	B1	[ædmˌɪnɪstrˈeɪʃən]	We discussed the administration at work.	Мы обсудили это на работе: администрация.	Administration почти как “администрация”.	work,society	administrations
core5000	core5000:admire:verb:1	admire	восхищаться	verb	B1	[ædmˈaɪr]	We need to admire this.	Нужно выполнить это действие: восхищаться.		emotions,people	admires,admired,admiring
core5000	core5000:admission:noun:1	admission	допуск; поступление	noun	B1	[ædmˈɪʃən]	We discussed the admission in class.	Мы обсудили это на уроке: допуск.	Admission связано с admit — допускать/принимать.	education,society	admissions
core5000	core5000:advanced:adjective:1	advanced	продвинутый	adjective	B1	[ədvˈænst]	The example is advanced.	Пример такой: продвинутый.	Advanced = продвинутый, более высокого уровня.	education,IT	
core5000	core5000:affair:noun:1	affair	дело; событие	noun	B1	[əfˈer]	We discussed the affair.	Мы обсудили это: дело.		society,communication	affairs
core5000	core5000:agency:noun:1	agency	агентство	noun	A2	[ˈeɪdʒənsiː]	We discussed the agency at work.	Мы обсудили это на работе: агентство.	Agency связано с agent — агент.	work,society	agencies
core5000	core5000:agenda:noun:1	agenda	повестка; план встречи	noun	B1	[ədʒˈendə]	We discussed the agenda at work.	Мы обсудили это на работе: повестка.	Agenda почти как “повестка”.	work,communication	agendas
core5000	core5000:agricultural:adjective:1	agricultural	сельскохозяйственный	adjective	B1	[ˌæɡrəkˈʌltʃɜːəl]	The example is agricultural.	Пример такой: сельскохозяйственный.	Agricultural связано с agriculture — сельское хозяйство.	nature,work	
core5000	core5000:aid:noun:1	aid	помощь	noun	B1	[ˈeɪd]	We discussed the aid.	Мы обсудили это: помощь.	Aid = помощь. First aid = первая помощь.	health,society	aids
core5000	core5000:aircraft:noun:1	aircraft	самолёт; воздушное судно	noun	B1	[ˈerkrˌæft]	We discussed the aircraft before the trip.	Мы обсудили это перед поездкой: самолёт.	Aircraft = air + craft: воздушное судно.	transport,travel	aircrafts
core5000	core5000:airline:noun:1	airline	авиакомпания	noun	A2	[ˈerlˌaɪn]	We discussed the airline before the trip.	Мы обсудили это перед поездкой: авиакомпания.	Airline = air + line: авиалиния/авиакомпания.	travel,transport	airlines
core5000	core5000:alarm:noun:1	alarm	тревога; будильник	noun	A2	[əlˈɑːrm]	We discussed the alarm.	Мы обсудили это: тревога.	Alarm = тревога или будильник.	daily life,technology	alarms
core5000	core5000:album:noun:1	album	альбом	noun	A2	[ˈælbəm]	We discussed the album.	Мы обсудили это: альбом.	Album почти как “альбом”.	music,art	albums
core5000	core5000:alert:noun:1	alert	предупреждение; тревога	noun	B1	[əlˈɜːt]	Check the alert before you continue.	Проверь это перед продолжением: предупреждение.	Alert = предупреждение/сигнал тревоги.	IT,communication	alerts
core5000	core5000:alternative:noun:1	alternative	альтернатива	noun	A2	[ɔːltˈɜːnətɪv]	We discussed the alternative at work.	Мы обсудили это на работе: альтернатива.	Alternative почти как “альтернатива”.	communication,work	alternatives
core5000	core5000:ambition:noun:1	ambition	амбиция; стремление	noun	B1	[æmbˈɪʃən]	We discussed the ambition at work.	Мы обсудили это на работе: амбиция.	Ambition почти как “амбиция”.	work,people	ambitions
core5000	core5000:analyst:noun:1	analyst	аналитик	noun	B1	[ˈænəlɪst]	Check the analyst before you continue.	Проверь это перед продолжением: аналитик.	Analyst связано с analysis — анализ.	work,IT	analysts
core5000	core5000:angle:noun:1	angle	угол	noun	B1	[ˈæŋɡəl]	We discussed the angle in class.	Мы обсудили это на уроке: угол.	Angle = угол в геометрии или точка зрения.	education,science	angles
core5000	core5000:announcement:noun:1	announcement	объявление	noun	A2	[ənˈaʊnsmənt]	We discussed the announcement at work.	Мы обсудили это на работе: объявление.	Announcement связано с announce — объявлять.	communication,work	announcements
core5000	core5000:annual:adjective:1	annual	ежегодный	adjective	B1	[ˈænjuːəl]	The example is annual.	Пример такой: ежегодный.	Annual связано с year: annual report — ежегодный отчёт.	time,work	
core5000	core5000:anxiety:noun:1	anxiety	тревога; беспокойство	noun	B1	[æŋzˈaɪətiː]	We discussed the anxiety.	Мы обсудили это: тревога.	Anxiety = тревога/беспокойство. Anxious = тревожный.	emotions,health	anxieties
core5000	core5000:appeal:noun:1	appeal	призыв; обращение	noun	B1	[əpˈiːl]	We discussed the appeal.	Мы обсудили это: призыв.		communication,society	appeals
core5000	core5000:application:noun:1	application	приложение; заявка	noun	A2	[ˌæpləkˈeɪʃən]	Check the application before you continue.	Проверь это перед продолжением: приложение.	Application = приложение или заявка. App — короткая форма.	IT,work	applications
core5000	core5000:appointment:noun:1	appointment	встреча; запись	noun	A2	[əpˈɔɪntmənt]	We discussed the appointment at work.	Мы обсудили это на работе: встреча.	Appointment = назначенная встреча или запись к врачу.	health,work	appointments
core5000	core5000:appreciate:verb:1	appreciate	ценить; быть благодарным	verb	B1	[əprˈiːʃiːˌeɪt]	We need to appreciate this.	Нужно выполнить это действие: ценить.	Appreciate часто значит ценить или быть благодарным.	communication,people	appreciates,appreciated,appreciating
core5000	core5000:approach:noun:1	approach	подход	noun	B1	[əprˈəʊtʃ]	We discussed the approach at work.	Мы обсудили это на работе: подход.	Approach = подход к задаче или способ действия.	work,education	approaches
core5000	core5000:approval:noun:1	approval	одобрение	noun	B1	[əprˈuːvəl]	We discussed the approval at work.	Мы обсудили это на работе: одобрение.	Approval связано с approve — одобрять.	work,communication	approvals
core5000	core5000:architecture:noun:1	architecture	архитектура	noun	B1	[ˈɑːrkətˌektʃɜː]	Check the architecture before you continue.	Проверь это перед продолжением: архитектура.	Architecture почти как “архитектура”. В IT тоже значит структура системы.	city,IT	architectures
core5000	core5000:archive:noun:1	archive	архив	noun	B1	[ˈɑːrkˌaɪv]	Check the archive before you continue.	Проверь это перед продолжением: архив.	Archive почти как “архив”.	IT,work	archives
core5000	core5000:argue:verb:1	argue	спорить; утверждать	verb	A2	[ˈɑːrɡjuː]	We need to argue this.	Нужно выполнить это действие: спорить.	Argue = спорить, а также приводить доводы.	communication,people	argues,argued,arguing
core5000	core5000:arrangement:noun:1	arrangement	договорённость; расположение	noun	B1	[ɜːˈeɪndʒmənt]	We discussed the arrangement at work.	Мы обсудили это на работе: договорённость.	Arrangement связано с arrange — организовывать/располагать.	work,daily life	arrangements
core5000	core5000:arrest:noun:1	arrest	арест; задержание	noun	B1	[ɜːˈest]	We discussed the arrest.	Мы обсудили это: арест.	Arrest почти как “арест”.	society	arrests
core5000	core5000:assignment:noun:1	assignment	задание	noun	B1	[əsˈaɪnmənt]	We discussed the assignment at work.	Мы обсудили это на работе: задание.	Assignment связано с assign — назначать/поручать.	education,work	assignments
core5000	core5000:atmosphere:noun:1	atmosphere	атмосфера	noun	A2	[ˈætməsfˌɪr]	We discussed the atmosphere.	Мы обсудили это: атмосфера.	Atmosphere почти как “атмосфера”.	nature,emotions	atmospheres
core5000	core5000:attach:verb:1	attach	прикреплять	verb	B1	[ətˈætʃ]	We need to attach this.	Нужно выполнить это действие: прикреплять.	Attach = прикрепить. Attachment = вложение в письме.	IT,communication	attachs,attached,attaching
core5000	core5000:attraction:noun:1	attraction	достопримечательность; привлекательность	noun	A2	[ətrˈækʃən]	We discussed the attraction before the trip.	Мы обсудили это перед поездкой: достопримечательность.	Attraction связано с attract — привлекать.	travel,emotions	attractions
core5000	core5000:automatic:adjective:1	automatic	автоматический	adjective	A2	[ˌɔːtəmˈætɪk]	The example is automatic.	Пример такой: автоматический.	Automatic почти как “автоматический”.	technology,IT	
core5000	core5000:award:noun:1	award	награда	noun	A2	[əwˈɔːrd]	We discussed the award at work.	Мы обсудили это на работе: награда.	Award = награда/премия.	work,art	awards
core5000	core5000:aware:adjective:1	aware	осведомлённый; знающий	adjective	B1	[əwˈer]	The example is aware.	Пример такой: осведомлённый.	Aware часто в be aware of — знать о чём-то.	communication,education	
core5000	core5000:backward:adjective:1	backward	назад; обратный	adjective	B1	[bˈækwɜːd]	The example is backward.	Пример такой: назад.	Backward связано с back — назад.	time,IT	
core5000	core5000:bacteria:noun:1	bacteria	бактерии	noun	B1	[bæktˈɪriːə]	We discussed the bacteria.	Мы обсудили это: бактерии.	Bacteria почти как “бактерии”. Обычно множественное число.	science,health	
core5000	core5000:badly:adverb:1	badly	плохо; сильно	adverb	A2	[bˈædliː]	She answered badly.	Она ответила так: плохо.	Badly = bad + -ly: плохо.	daily life,communication	
core5000	core5000:bank:noun:1	bank	банк; берег	noun	A1	[bˈæŋk]	We discussed the bank.	Мы обсудили это: банк.	Bank = банк, но также берег реки.	money,nature	banks
core5000	core5000:bar:noun:1	bar	бар; полоса	noun	A2	[bˈɑːr]	Check the bar before you continue.	Проверь это перед продолжением: бар.	Bar = бар или полоса. Search bar = строка поиска.	food,IT	bars
core5000	core5000:barely:adverb:1	barely	едва	adverb	B1	[bˈerliː]	She answered barely.	Она ответила так: едва.	Barely = едва, почти не.	communication,time	
core5000	core5000:basis:noun:1	basis	основа	noun	B1	[bˈeɪsəs]	We discussed the basis at work.	Мы обсудили это на работе: основа.	Basis связано с base — основа.	education,work	basises
core5000	core5000:battery:noun:1	battery	батарея; аккумулятор	noun	A2	[bˈætɜːiː]	Check the battery before you continue.	Проверь это перед продолжением: батарея.	Battery почти как “батарея”.	technology,IT	batteries
core5000	core5000:bedroom:noun:1	bedroom	спальня	noun	A1	[bˈedrˌuːm]	We discussed the bedroom.	Мы обсудили это: спальня.	Bedroom = bed + room: комната с кроватью.	home	bedrooms
core5000	core5000:bell:noun:1	bell	колокол; звонок	noun	A2	[bˈel]	We discussed the bell.	Мы обсудили это: колокол.		daily life,school	bells
