source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
core5000	core5000:route:noun:1	route	маршрут; путь	noun	B1	[ruːt]	This route is faster.	Этот маршрут быстрее.	Route = маршрут/путь. В web route часто значит путь страницы или API.	travel,IT	routes
core5000	core5000:script:noun:1	script	скрипт; сценарий	noun	B1	[skrɪpt]	The script runs every day.	Скрипт запускается каждый день.	Script почти как “скрипт”. В IT script = небольшой программный файл, а в кино script = сценарий.	IT,art	scripts
core5000	core5000:security:noun:1	security	безопасность	noun	B1	[sɪˈkjʊərəti]	Security is important for every website.	Безопасность важна для каждого сайта.	Security связано с secure — защищённый. Security = безопасность.	IT,society	
core5000	core5000:session:noun:1	session	сессия; сеанс	noun	B1	[ˈseʃən]	The user session expired.	Сессия пользователя истекла.	Session почти как “сессия”: один сеанс работы, учёбы или подключения.	IT,education	sessions
core5000	core5000:sort:verb:1	sort	сортировать	verb	B1	[sɔːt]	Sort the words by level.	Отсортируй слова по уровню.	Sort почти как “сортировать”. В IT sort = упорядочить данные.	IT,education	sorts,sorted,sorting
core5000	core5000:storage:noun:1	storage	хранилище; хранение	noun	B1	[ˈstɔːrɪdʒ]	The files are in cloud storage.	Файлы находятся в облачном хранилище.	Storage связано с store — хранить. Storage = хранение или место хранения.	IT,technology	
core5000	core5000:string:noun:1	string	строка; верёвка	noun	B1	[strɪŋ]	The function returns a string.	Функция возвращает строку.	String может значить верёвка, но в IT string = строка текста.	IT,education	strings
core5000	core5000:syntax:noun:1	syntax	синтаксис	noun	B1	[ˈsɪntæks]	The code has a syntax error.	В коде есть синтаксическая ошибка.	Syntax почти как “синтаксис”. В языке и программировании это правила построения фраз/кода.	IT,education	
core5000	core5000:target:noun:1	target	цель; мишень	noun	B1	[ˈtɑːɡɪt]	Our target is one thousand users.	Наша цель — тысяча пользователей.	Target = цель/мишень. В IT target часто значит целевой элемент или цель действия.	work,IT	targets
core5000	core5000:terminal:noun:1	terminal	терминал	noun	B1	[ˈtɜːmɪnəl]	Open the terminal and run the command.	Открой терминал и выполни команду.	Terminal почти как “терминал”. В IT terminal = командная строка.	IT,technology	terminals
core5000	core5000:token:noun:1	token	токен; маркер	noun	B1	[ˈtəʊkən]	The API requires a token.	API требует токен.	Token почти как “токен”. В IT token часто нужен для доступа или авторизации.	IT,technology	tokens
core5000	core5000:trigger:verb:1	trigger	запускать; вызывать	verb	B1	[ˈtrɪɡə]	This action triggers an email.	Это действие запускает email.	Trigger = спусковой крючок, а в IT — событие, которое запускает действие.	IT,work	triggers,triggered,triggering
core5000	core5000:url:noun:1	url	URL; адрес страницы	noun	A2	[ˌjuː ɑːr ˈel]	Copy the URL from the browser.	Скопируй URL из браузера.	URL = адрес страницы в интернете. Лучше учить как готовый IT-термин.	IT,technology	urls
core5000	core5000:validation:noun:1	validation	проверка; валидация	noun	B1	[ˌvælɪˈdeɪʃən]	The form needs validation.	Форме нужна проверка данных.	Validation связано с valid — действительный/корректный. В IT validation = проверка правильности данных.	IT,work	
core5000	core5000:widget:noun:1	widget	виджет	noun	B1	[ˈwɪdʒɪt]	Add a widget to the sidebar.	Добавь виджет в боковую панель.	Widget почти как “виджет”: небольшой блок интерфейса.	IT,technology	widgets
core5000	core5000:workflow:noun:1	workflow	рабочий процесс	noun	B1	[ˈwɜːkfləʊ]	This tool improves our workflow.	Этот инструмент улучшает наш рабочий процесс.	Workflow = work + flow: поток работы, порядок действий.	work,IT	workflows
core5000	core5000:workspace:noun:1	workspace	рабочее пространство	noun	B1	[ˈwɜːkspeɪs]	Open the project in your workspace.	Открой проект в рабочем пространстве.	Workspace = work + space: рабочее пространство, часто в IDE или сервисе.	work,IT	workspaces
core5000	core5000:river:noun:1	river	река	noun	A1	[ˈrɪvə]	The river is very wide here.	Река здесь очень широкая.	River = река. Полезная фраза: by the river — у реки.	nature,travel	rivers
core5000	core5000:road:noun:1	road	дорога	noun	A1	[rəʊd]	This road goes to the city.	Эта дорога ведёт в город.	Road = дорога. Полезная пара: road — дорога, street — улица.	travel,city	roads
core5000	core5000:rock:noun:1	rock	камень; рок	noun	A2	[rɒk]	The child picked up a small rock.	Ребёнок поднял маленький камень.	Rock может значить камень или рок-музыку. Значение зависит от контекста.	nature,music	rocks
core5000	core5000:roof:noun:1	roof	крыша	noun	A2	[ruːf]	The roof is red.	Крыша красная.	Roof = крыша. Полезная фраза: under one roof — под одной крышей.	home,city	roofs
core5000	core5000:round:adjective:1	round	круглый	adjective	A2	[raʊnd]	The table is round.	Стол круглый.	Round = круглый. Также может значить раунд в игре/бое.	daily life,sport	rounder,roundest
core5000	core5000:scene:noun:1	scene	сцена; эпизод	noun	B1	[siːn]	This is my favorite scene in the movie.	Это моя любимая сцена в фильме.	Scene почти как “сцена”, но часто значит эпизод фильма/книги.	art,communication	scenes
core5000	core5000:science:noun:1	science	наука	noun	A1	[ˈsaɪəns]	Science helps us understand the world.	Наука помогает нам понимать мир.	Science почти как “сайенс” в science fiction. Scientist = учёный.	science,education	
core5000	core5000:scientist:noun:1	scientist	учёный	noun	A2	[ˈsaɪəntɪst]	The scientist studied the problem.	Учёный изучал проблему.	Scientist = science + -ist. Суффикс -ist часто означает человека, связанного с областью: science — наука, scientist — учёный.	science,people	scientists
core5000	core5000:sea:noun:1	sea	море	noun	A1	[siː]	We swam in the sea.	Мы плавали в море.	Sea = море. Не путать с see — видеть: звучат одинаково, пишутся по-разному.	nature,travel	seas
core5000	core5000:season:noun:1	season	сезон; время года	noun	A2	[ˈsiːzən]	Summer is my favorite season.	Лето — моё любимое время года.	Season почти как “сезон”: время года или период.	weather,time	seasons
core5000	core5000:seat:noun:1	seat	место; сиденье	noun	A2	[siːt]	This seat is free.	Это место свободно.	Seat = место для сидения. Полезная фраза: take a seat — садитесь.	travel,daily life	seats
core5000	core5000:secret:noun:1	secret	секрет	noun	A2	[ˈsiːkrət]	Can you keep a secret?	Ты умеешь хранить секрет?	Secret почти как “секрет”.	communication,people	secrets
core5000	core5000:secretary:noun:1	secretary	секретарь	noun	A2	[ˈsekrətri]	The secretary answered the phone.	Секретарь ответил на телефон.	Secretary похоже на “секретарь”.	work,people	secretaries
core5000	core5000:seem:verb:1	seem	казаться	verb	A2	[siːm]	It seems easy.	Это кажется лёгким.	Seem часто используется с adjective: seem easy, seem strange — казаться лёгким/странным.	communication,daily life	seems,seemed,seeming
core5000	core5000:sell:verb:1	sell	продавать	verb	A1	[sel]	They sell fresh bread.	Они продают свежий хлеб.	Sell = продавать. Неправильные формы: sell — sold — sold.	shopping,money	sells,sold,selling
core5000	core5000:send:verb:1	send	отправлять	verb	A1	[send]	Send me a message.	Отправь мне сообщение.	Send = отправлять. Неправильные формы: send — sent — sent.	communication,IT	sends,sent,sending
core5000	core5000:senior:adjective:1	senior	старший	adjective	B1	[ˈsiːniə]	She is a senior developer.	Она старший разработчик.	Senior почти как “сеньор/старший”: более высокий по должности или возрасту.	work,IT	
core5000	core5000:serve:verb:1	serve	служить; обслуживать	verb	A2	[sɜːv]	This cafe serves breakfast.	В этом кафе подают завтрак.	Serve = обслуживать/подавать. Server = тот/то, что обслуживает.	food,IT,work	serves,served,serving
core5000	core5000:several:determiner:1	several	несколько	determiner	A2	[ˈsevrəl]	I have several questions.	У меня есть несколько вопросов.	Several = несколько, больше чем two, но не очень много.	communication,education	
core5000	core5000:shape:noun:1	shape	форма; очертание	noun	A2	[ʃeɪp]	The table has a strange shape.	У стола странная форма.	Shape = форма предмета. In good shape = в хорошей форме.	daily life,health	shapes
core5000	core5000:sheet:noun:1	sheet	лист; простыня	noun	A2	[ʃiːt]	Write your answer on this sheet.	Напиши ответ на этом листе.	Sheet = лист бумаги или простыня. В IT spreadsheet sheet = лист таблицы.	education,IT	sheets
core5000	core5000:ship:noun:1	ship	корабль	noun	A2	[ʃɪp]	The ship crossed the sea.	Корабль пересёк море.	Ship = корабль, а to ship = отправлять товар/релиз. В IT ship sometimes = выпустить продукт.	travel,IT	ships
core5000	core5000:shoulder:noun:1	shoulder	плечо	noun	A2	[ˈʃəʊldə]	He hurt his shoulder.	Он повредил плечо.	Shoulder = плечо. Полезная фраза: shoulder bag — сумка через плечо.	body,health	shoulders
core5000	core5000:show:verb:1	show	показывать	verb	A1	[ʃəʊ]	Show me your answer.	Покажи мне свой ответ.	Show может быть глаголом и существительным: to show = показывать, a show = шоу/передача.	communication,art	shows,showed,shown,showing
core5000	core5000:side:noun:1	side	сторона	noun	A1	[saɪd]	Write your name on the other side.	Напиши имя на другой стороне.	Side = сторона. В IT client-side/server-side = сторона клиента/сервера.	daily life,IT	sides
core5000	core5000:similar:adjective:1	similar	похожий	adjective	A2	[ˈsɪmələ]	These two words are similar.	Эти два слова похожи.	Similar = похожий. Полезная фраза: similar to — похожий на.	education,communication	
core5000	core5000:since:preposition:1	since	с; с тех пор как	preposition	A2	[sɪns]	I have lived here since 2020.	Я живу здесь с 2020 года.	Since часто отвечает на вопрос “с какого момента?”: since Monday, since 2020.	time,communication	
core5000	core5000:situation:noun:1	situation	ситуация	noun	A1	[ˌsɪtʃuˈeɪʃən]	This is a difficult situation.	Это трудная ситуация.	Situation почти как “ситуация”.	daily life,communication	situations
core5000	core5000:size:noun:1	size	размер	noun	A1	[saɪz]	What size do you need?	Какой размер тебе нужен?	Size = размер. В IT file size = размер файла.	shopping,IT	sizes
core5000	core5000:sleep:verb:1	sleep	спать	verb	A1	[sliːp]	I sleep eight hours a night.	Я сплю восемь часов за ночь.	Sleep может быть глаголом и существительным: sleep = сон, to sleep = спать.	health,daily life	sleeps,slept,sleeping
core5000	core5000:slow:adjective:1	slow	медленный	adjective	A1	[sləʊ]	The internet is slow today.	Интернет сегодня медленный.	Slow = медленный. Slowly = медленно: slow + -ly.	time,IT	slower,slowest
core5000	core5000:smart:adjective:1	smart	умный; стильный	adjective	A2	[smɑːt]	This is a smart device.	Это умное устройство.	Smart = умный/сообразительный, а в smart device значит “умное устройство”.	people,IT,technology	smarter,smartest
core5000	core5000:social:adjective:1	social	социальный	adjective	A2	[ˈsəʊʃəl]	Social media can be useful.	Социальные сети могут быть полезны.	Social почти как “социальный”. Social media = социальные сети.	society,IT	
core5000	core5000:society:noun:1	society	общество	noun	A2	[səˈsaɪəti]	Technology changes society.	Технологии меняют общество.	Society = общество. Social = социальный.	society,education	societies
core5000	core5000:soldier:noun:1	soldier	солдат	noun	A2	[ˈsəʊldʒə]	The soldier returned home.	Солдат вернулся домой.	Soldier почти как “солдат” по смыслу, но звучит иначе.	society,people	soldiers
core5000	core5000:solution:noun:1	solution	решение	noun	A2	[səˈluːʃən]	We found a solution to the problem.	Мы нашли решение проблемы.	Solution связано с solve — решать. Solution = решение проблемы.	work,IT,education	solutions
core5000	core5000:solve:verb:1	solve	решать	verb	A2	[sɒlv]	Can you solve this problem?	Ты можешь решить эту проблему?	Solve = решать задачу/проблему. Solution = решение.	education,IT	solves,solved,solving
core5000	core5000:south:noun:1	south	юг	noun	A1	[saʊθ]	They live in the south of the country.	Они живут на юге страны.	South = юг. Southern = южный.	travel,city	
core5000	core5000:special:adjective:1	special	особый; специальный	adjective	A1	[ˈspeʃəl]	This is a special day.	Это особенный день.	Special почти как “специальный”, но часто значит особенный.	daily life,work	
core5000	core5000:speech:noun:1	speech	речь; выступление	noun	A2	[spiːtʃ]	She gave a short speech.	Она произнесла короткую речь.	Speech связано с speak — говорить. Speech = речь/выступление.	communication,education	speeches
core5000	core5000:speed:noun:1	speed	скорость	noun	A2	[spiːd]	The speed of the car was high.	Скорость машины была высокой.	Speed связано со “спидометр”: прибор для измерения скорости.	transport,technology	speeds
core5000	core5000:spend:verb:1	spend	тратить; проводить время	verb	A1	[spend]	I spend a lot of time reading.	Я провожу много времени за чтением.	Spend = тратить деньги или проводить время. Формы: spend — spent — spent.	money,time	spends,spent,spending
core5000	core5000:square:noun:1	square	площадь; квадрат	noun	A2	[skweə]	The hotel is near the main square.	Отель рядом с главной площадью.	Square может значить квадрат или площадь. Русское “сквер” связано с этим словом исторически.	city,education	squares
core5000	core5000:stage:noun:1	stage	сцена; этап	noun	A2	[steɪdʒ]	The project is at an early stage.	Проект на раннем этапе.	Stage = сцена или этап. В проектах stage = стадия/этап.	art,work,IT	stages
core5000	core5000:star:noun:1	star	звезда	noun	A1	[stɑː]	The stars are bright tonight.	Звёзды сегодня яркие.	Star = звезда. В интерфейсах star может быть отметкой “избранное”.	nature,IT	stars
core5000	core5000:station:noun:1	station	станция	noun	A1	[ˈsteɪʃən]	The train station is near here.	Железнодорожная станция рядом.	Station почти как “станция”.	transport,city	stations
core5000	core5000:step:noun:1	step	шаг; ступень	noun	A2	[step]	Follow these steps.	Следуй этим шагам.	Step = шаг. В инструкциях step = шаг действия.	daily life,IT	steps
core5000	core5000:stick:noun:1	stick	палка; стик	noun	B1	[stɪk]	He found a stick in the forest.	Он нашёл палку в лесу.	Stick = палка, но также to stick = приклеиваться/придерживаться. USB stick = флешка.	nature,IT	sticks
core5000	core5000:stone:noun:1	stone	камень	noun	A2	[stəʊn]	The house is made of stone.	Дом сделан из камня.	Stone = камень, обычно материал или отдельный камень.	nature,home	stones
core5000	core5000:story:noun:1	story	история; рассказ	noun	A1	[ˈstɔːri]	Tell me a story.	Расскажи мне историю.	Story = рассказ/история. History = история как прошлое или предмет.	communication,art	stories
core5000	core5000:strange:adjective:1	strange	странный	adjective	A2	[streɪndʒ]	This is a strange sound.	Это странный звук.	Strange = странный. Stranger = незнакомец.	emotions,daily life	stranger,strangest
core5000	core5000:strategy:noun:1	strategy	стратегия	noun	B1	[ˈstrætədʒi]	We need a new strategy.	Нам нужна новая стратегия.	Strategy почти как “стратегия”.	work,education	strategies
core5000	core5000:strength:noun:1	strength	сила; прочность	noun	B1	[streŋθ]	He has great strength.	У него большая сила.	Strength связано с strong — сильный. Strong = сильный, strength = сила.	body,health	strengths
core5000	core5000:stress:noun:1	stress	стресс; ударение	noun	A2	[stres]	Work can cause stress.	Работа может вызывать стресс.	Stress почти как “стресс”. В языке stress также значит ударение.	health,education	stresses
core5000	core5000:strong:adjective:1	strong	сильный	adjective	A1	[strɒŋ]	He is strong and healthy.	Он сильный и здоровый.	Strong = сильный. Strength = сила.	body,health	stronger,strongest
core5000	core5000:succeed:verb:1	succeed	преуспевать; добиться успеха	verb	B1	[səkˈsiːd]	She worked hard and succeeded.	Она много работала и добилась успеха.	Succeed связано с success — успех. Succeed = добиться успеха.	work,education	succeeds,succeeded,succeeding
core5000	core5000:sudden:adjective:1	sudden	внезапный	adjective	B1	[ˈsʌdən]	There was a sudden change in the weather.	Погода внезапно изменилась.	Sudden часто в фразе sudden change — внезапное изменение.	time,daily life	
