source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
core5000	core5000:routine:noun:1	routine	рутина; обычный порядок	noun	B1	[ruːˈtiːn]	Morning routine helps me start the day.	Утренняя рутина помогает мне начать день.	Routine почти как “рутина”.	daily life,work	routines
core5000	core5000:rural:adjective:1	rural	сельский	adjective	B2	[ˈrʊərəl]	They live in a rural area.	Они живут в сельской местности.	Rural = сельский. Пара: rural — urban.	city,nature	
core5000	core5000:safety:noun:1	safety	безопасность	noun	A2	[ˈseɪfti]	Safety comes first.	Безопасность прежде всего.	Safety связано с safe — безопасный.	health,work	
core5000	core5000:satellite:noun:1	satellite	спутник	noun	B2	[ˈsætəlaɪt]	The satellite sends data to Earth.	Спутник отправляет данные на Землю.	Satellite почти как “сателлит/спутник”.	science,technology	satellites
core5000	core5000:satisfaction:noun:1	satisfaction	удовлетворение	noun	B2	[ˌsætɪsˈfækʃən]	Customer satisfaction is high.	Удовлетворённость клиентов высокая.	Satisfaction связано с satisfy — удовлетворять.	emotions,business	
core5000	core5000:scheme:noun:1	scheme	схема; план	noun	B2	[skiːm]	The scheme is simple.	Схема простая.	Scheme похоже на “схема”.	education,work	schemes
core5000	core5000:scope:noun:1	scope	область; масштаб	noun	B2	[skəʊp]	The scope of the project is clear.	Объём проекта понятен.	Scope = область действия или масштаб. В IT scope = область видимости.	work,IT	scopes
core5000	core5000:scroll:verb:1	scroll	прокручивать	verb	B1	[skrəʊl]	Scroll down the page.	Прокрути страницу вниз.	Scroll = прокручивать страницу. Связано с древним scroll — свиток.	IT,daily life	scrolls,scrolled,scrolling
core5000	core5000:sector:noun:1	sector	сектор; отрасль	noun	B2	[ˈsektə]	The technology sector is growing.	Технологический сектор растёт.	Sector почти как “сектор”.	business,society	sectors
core5000	core5000:selection:noun:1	selection	выбор; подборка	noun	B1	[sɪˈlekʃən]	The shop has a good selection of books.	В магазине хороший выбор книг.	Selection связано с select — выбирать.	shopping,IT	selections
core5000	core5000:sensitive:adjective:1	sensitive	чувствительный	adjective	B2	[ˈsensətɪv]	Do not share sensitive data.	Не делись чувствительными данными.	Sensitive связано с sense — чувство/ощущение.	people,IT	
core5000	core5000:separator:noun:1	separator	разделитель	noun	B2	[ˈsepəreɪtə]	Use a comma as a separator.	Используй запятую как разделитель.	Separator = separate + -or: то, что разделяет.	IT,education	separators
core5000	core5000:shortage:noun:1	shortage	нехватка; дефицит	noun	B2	[ˈʃɔːtɪdʒ]	There is a shortage of water.	Есть нехватка воды.	Shortage связано с short — короткий/недостаточный.	society,daily life	shortages
core5000	core5000:shortcut:noun:1	shortcut	короткий путь; горячая клавиша	noun	B1	[ˈʃɔːtkʌt]	Use a keyboard shortcut.	Используй горячую клавишу.	Shortcut = short + cut: короткий путь. В IT shortcut = ярлык или горячая клавиша.	IT,daily life	shortcuts
core5000	core5000:sibling:noun:1	sibling	брат или сестра	noun	B2	[ˈsɪblɪŋ]	Do you have any siblings?	У тебя есть братья или сёстры?	Sibling = брат или сестра одним словом.	family,people	siblings
core5000	core5000:signature:noun:1	signature	подпись	noun	B1	[ˈsɪɡnətʃə]	Put your signature here.	Поставьте подпись здесь.	Signature связано с sign — подписывать/знак.	work,communication	signatures
core5000	core5000:simulate:verb:1	simulate	моделировать; имитировать	verb	B2	[ˈsɪmjuleɪt]	The program simulates real traffic.	Программа моделирует реальный трафик.	Simulate почти как “симулировать/имитировать”.	IT,science	simulates,simulated,simulating
core5000	core5000:simulation:noun:1	simulation	симуляция; моделирование	noun	B2	[ˌsɪmjuˈleɪʃən]	The simulation shows how the system works.	Симуляция показывает, как работает система.	Simulation связано с simulate — моделировать.	IT,science	simulations
core5000	core5000:slogan:noun:1	slogan	слоган	noun	B2	[ˈsləʊɡən]	The company created a new slogan.	Компания создала новый слоган.	Slogan почти как “слоган”.	business,communication	slogans
core5000	core5000:socket:noun:1	socket	розетка; сокет	noun	B2	[ˈsɒkɪt]	Plug the cable into the socket.	Вставь кабель в розетку.	Socket = розетка/гнездо. В IT socket = сетевое соединение.	technology,IT	sockets
core5000	core5000:sole:adjective:1	sole	единственный	adjective	B2	[səʊl]	He was the sole survivor.	Он был единственным выжившим.	Sole = единственный. Не путать с soul — душа: звучат одинаково.	communication,people	
core5000	core5000:somewhat:adverb:1	somewhat	несколько; в некоторой степени	adverb	B2	[ˈsʌmwɒt]	The task is somewhat difficult.	Задача несколько трудная.	Somewhat = в некоторой степени, немного.	communication,education	
core5000	core5000:sophisticated:adjective:1	sophisticated	сложный; утончённый	adjective	B2	[səˈfɪstɪkeɪtɪd]	This is a sophisticated system.	Это сложная система.	Sophisticated = сложный/продвинутый или утончённый.	IT,communication	
core5000	core5000:speaker:noun:1	speaker	говорящий; динамик	noun	A2	[ˈspiːkə]	The speaker explained the topic.	Докладчик объяснил тему.	Speaker = speak + -er: тот, кто говорит; также динамик устройства.	communication,technology	speakers
