source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
core5000	core5000:fail:verb:1	fail	потерпеть неудачу; провалить	verb	A2	[feɪl]	I failed the test.	Я провалил тест.	Fail часто встречается в интернете как “фейл”: провал, неудача. Fail = провалиться или не справиться.	education,work	fails,failed,failing
core5000	core5000:feature:noun:1	feature	особенность; функция	noun	B1	[ˈfiːtʃə]	This phone has many useful features.	У этого телефона много полезных функций.	Feature часто используется в IT: feature = функция или особенность продукта.	technology,work	features
core5000	core5000:female:adjective:1	female	женский; женского пола	adjective	A2	[ˈfiːmeɪl]	The female doctor spoke first.	Женщина-врач заговорила первой.	Female связано с male — мужской. Female = женский или женского пола.	people,health	
core5000	core5000:field:noun:1	field	поле; область	noun	A2	[fiːld]	The children played in a field.	Дети играли в поле.	Field = поле, но также область деятельности: field of study — область изучения.	nature,education	fields
core5000	core5000:fight:verb:1	fight	драться; бороться	verb	A2	[faɪt]	They fought for freedom.	Они боролись за свободу.	Fight = бороться или драться. Неправильные формы: fight — fought — fought.	society,sport	fights,fought,fighting
core5000	core5000:figure:noun:1	figure	цифра; фигура; человек	noun	B1	[ˈfɪɡə]	Look at the figure in the report.	Посмотри на цифру/рисунок в отчёте.	Figure похоже на “фигура”, но также значит цифра, рисунок в тексте или важный человек.	education,work	figures
core5000	core5000:finally:adverb:1	finally	наконец; в конце концов	adverb	A2	[ˈfaɪnəli]	Finally, we arrived home.	Наконец мы приехали домой.	Finally связано с final — финальный. Finally = в финале, наконец.	time,daily life	
core5000	core5000:finger:noun:1	finger	палец	noun	A2	[ˈfɪŋɡə]	She cut her finger.	Она порезала палец.	Finger легко запомнить через fingerprint — отпечаток пальца.	body,daily life	fingers
core5000	core5000:finish:verb:1	finish	заканчивать	verb	A1	[ˈfɪnɪʃ]	Finish your homework before dinner.	Закончи домашнее задание до ужина.	Finish почти как “финиш”: конец дистанции или дела. Finish = закончить.	education,work	finishes,finished,finishing
core5000	core5000:fire:noun:1	fire	огонь; пожар	noun	A1	[ˈfaɪə]	The fire was very hot.	Огонь был очень горячим.	Fire можно связать с “фейерверк”: fireworks = огни/фейерверки. Fire = огонь или пожар.	nature,daily life	fires
