source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
oxford3000	oxford3000:enough:adverb:1	enough	достаточно	adverb	A1	[ɪˈnʌf]	We have enough time.	У нас достаточно времени.		daily life,numbers	
oxford3000	oxford3000:can:verb:1	can	мочь; уметь	verb	A1	[kæn]	I can help you.	Я могу тебе помочь.		daily life,grammar	could
oxford3000	oxford3000:cut:verb:1	cut	резать; разрезать	verb	A1	[kʌt]	Please cut the bread.	Пожалуйста, нарежь хлеб.		daily life,food	cuts,cutting
oxford3000	oxford3000:euro:noun:1	euro	евро	noun	A1	[ˈjʊərəʊ]	The ticket costs ten euros.	Билет стоит десять евро.		money,travel	euros
oxford3000	oxford3000:bath:noun:1	bath	ванна	noun	A1	[bɑːθ]	She takes a bath in the evening.	Она принимает ванну вечером.		home,daily-life	baths
oxford3000	oxford3000:even:adverb:1	even	даже	adverb	A1	[ˈiːvən]	Even children can do it.	Даже дети могут это сделать.		daily life,grammar	
oxford3000	oxford3000:front:adjective:1	front	передний	adjective	A1	[frʌnt]	Use the front door.	Используй переднюю дверь.		place,home	
oxford3000	oxford3000:ice:noun:1	ice	лёд	noun	A1	[aɪs]	There is ice on the road.	На дороге лёд.		nature,weather	
oxford3000	oxford3000:ice cream:noun:1	ice cream	мороженое	noun	A1	[ˌaɪs ˈkriːm]	I want chocolate ice cream.	Я хочу шоколадное мороженое.		food,daily-life	
oxford3000	oxford3000:magazine:noun:1	magazine	журнал	noun	A1	[ˌmæɡəˈziːn]	She reads a fashion magazine.	Она читает модный журнал.		art,daily-life	magazines
oxford3000	oxford3000:event:noun:1	event	событие; мероприятие	noun	A1	[ɪˈvent]	The event starts at six.	Мероприятие начинается в шесть.		social-life,time	events
oxford3000	oxford3000:full:adjective:1	full	полный; сытый	adjective	A1	[fʊl]	The bus is full.	Автобус полный.		daily life,numbers	fuller,fullest
oxford3000	oxford3000:ever:adverb:1	ever	когда-либо	adverb	A1	[ˈevə(r)]	Have you ever been to London?	Ты когда-нибудь был в Лондоне?		daily life,time	
oxford3000	oxford3000:fun:noun:1	fun	веселье; удовольствие	noun	A1	[fʌn]	We had fun at the party.	Мы хорошо повеселились на вечеринке.		people,social-life	
oxford3000	oxford3000:if:conjunction:1	if	если	conjunction	A1	[ɪf]	Call me if you need help.	Позвони мне, если нужна помощь.		daily life,grammar	
oxford3000	oxford3000:every:determiner:1	every	каждый	determiner	A1	[ˈevri]	I go for a walk every day.	Я гуляю каждый день.		daily life,time	
oxford3000	oxford3000:funny:adjective:1	funny	смешной	adjective	A1	[ˈfʌni]	That story is funny.	Эта история смешная.		people,daily life	funnier,funniest
oxford3000	oxford3000:man:noun:1	man	мужчина; человек	noun	A1	[mæn]	A man is waiting outside.	Мужчина ждёт снаружи.		people,daily life	men
oxford3000	oxford3000:everybody:pronoun:1	everybody	все; каждый	pronoun	A1	[ˈevribɒdi]	Everybody is here.	Все здесь.		people,grammar	
oxford3000	oxford3000:many:determiner:1	many	много; многие	determiner	A1	[ˈmeni]	There are many books on the table.	На столе много книг.		daily life,numbers	
oxford3000	oxford3000:many:pronoun:1	many	многие	pronoun	A1	[ˈmeni]	Many agree with this idea.	Многие согласны с этой идеей.		people,numbers	
