source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
core5000	core5000:highlight:verb:1	highlight	выделять; подчёркивать	verb	B1	[ˈhaɪlaɪt]	We need to highlight it.	Нужно выполнить действие: выделять; подчёркивать.	Highlight = high + light: как будто подсветить важное.	education,IT	highlights,highlighted,highlighting
core5000	core5000:highway:noun:1	highway	шоссе; автомагистраль	noun	A2	[ˈhaɪweɪ]	The highway is important.	Это важно: шоссе; автомагистраль.	Highway = high + way: большая главная дорога.	transport,travel	highways
core5000	core5000:historic:adjective:1	historic	исторически важный	adjective	B1	[hɪˈstɒrɪk]	This is historic.	Это можно описать как: исторически важный.	Historic = исторически важный. Historical = связанный с историей.	history,society	
core5000	core5000:historical:adjective:1	historical	исторический	adjective	A2	[hɪˈstɒrɪkəl]	This is historical.	Это можно описать как: исторический.	Historical = связанный с историей. Historic = исторически важный.	history,art	
core5000	core5000:honor:noun:1	honor	честь	noun	B2	[ˈɒnə]	The honor is important.	Это важно: честь.	Honor = честь.	people,society	honors
core5000	core5000:horizon:noun:1	horizon	горизонт	noun	B1	[həˈraɪzən]	The horizon is important.	Это важно: горизонт.	Horizon почти как “горизонт”.	nature,travel	horizons
core5000	core5000:horizontal:adjective:1	horizontal	горизонтальный	adjective	B1	[ˌhɒrɪˈzɒntəl]	This is horizontal.	Это можно описать как: горизонтальный.	Horizontal связано с horizon — горизонт.	education,IT	
core5000	core5000:horror:noun:1	horror	ужас; хоррор	noun	B1	[ˈhɒrə]	The horror is important.	Это важно: ужас; хоррор.	Horror почти как “хоррор”: жанр ужасов или чувство ужаса.	art,emotions	
core5000	core5000:household:noun:1	household	домохозяйство; семья	noun	B1	[ˈhaʊshəʊld]	The household is important.	Это важно: домохозяйство; семья.	Household = house + hold: люди, живущие вместе в доме.	home,society	households
core5000	core5000:housework:noun:1	housework	работа по дому	noun	A2	[ˈhaʊswɜːk]	The housework is important.	Это важно: работа по дому.	Housework = house + work: работа по дому.	home,daily life	
core5000	core5000:humor:noun:1	humor	юмор	noun	B1	[ˈhjuːmə]	The humor is important.	Это важно: юмор.	Humor почти как “юмор”.	emotions,communication	
