source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
core5000	core5000:achieve:verb:1	achieve	достигать	verb	B1	[əˈtʃiːv]	She worked hard to achieve her goal.	Она много работала, чтобы достичь своей цели.	Achieve связано с achievement — достижение. Учить лучше парой: achieve = достигать, achievement = достижение.	work,education	achieves,achieved,achieving
core5000	core5000:achievement:noun:1	achievement	достижение	noun	B1	[əˈtʃiːvmənt]	Passing the exam was a big achievement.	Сдать экзамен было большим достижением.	Achievement связано с achieve — достигать. Achievement = результат, которого достигли.	education,work	achievements
core5000	core5000:active:adjective:1	active	активный	adjective	A2	[ˈæktɪv]	He is very active in class.	Он очень активен на уроке.	Active почти как “активный”: международное слово, легко запомнить.	people,education	
core5000	core5000:activity:noun:1	activity	занятие; активность	noun	A2	[ækˈtɪvəti]	Reading is my favorite activity.	Чтение — моё любимое занятие.	Activity связано с active — активный. Activity = действие или занятие.	daily life,education	activities
core5000	core5000:add:verb:1	add	добавлять	verb	A1	[æd]	Add your name to the list.	Добавь своё имя в список.	Add короткое: представь кнопку Add — добавить.	technology,daily life	adds,added,adding
core5000	core5000:address:noun:1	address	адрес	noun	A1	[əˈdres]	Write your address here.	Напиши здесь свой адрес.	Address почти как “адрес”, только английское произношение.	city,daily life	addresses
core5000	core5000:adult:noun:1	adult	взрослый	noun	A2	[ˈædʌlt]	This ticket is for an adult.	Этот билет для взрослого.	Adult можно связать с “адалт” в возрастных пометках: adult = взрослый.	people,daily life	adults
core5000	core5000:advertisement:noun:1	advertisement	реклама; объявление	noun	B1	[ədˈvɜːtɪsmənt]	I saw an advertisement for a new phone.	Я увидел рекламу нового телефона.	Advertisement связано с advert — рекламное объявление. Можно запомнить через ad = реклама.	shopping,technology	advertisements,ads
core5000	core5000:afford:verb:1	afford	позволить себе	verb	B1	[əˈfɔːd]	I can't afford a new car.	Я не могу позволить себе новую машину.	Afford часто идёт с money: can afford = можешь оплатить, можешь позволить.	money,shopping	affords,afforded,affording
core5000	core5000:age:noun:1	age	возраст	noun	A1	[eɪdʒ]	What is your age?	Какой у тебя возраст?	Age знакомо по фразе age limit — возрастное ограничение.	people,daily life	ages
core5000	core5000:agent:noun:1	agent	агент; представитель	noun	B1	[ˈeɪdʒənt]	A travel agent helped us book the hotel.	Турагент помог нам забронировать отель.	Agent почти как “агент”: международное слово.	work,travel	agents
core5000	core5000:air:noun:1	air	воздух	noun	A1	[eə]	The air is fresh here.	Здесь свежий воздух.	Air знакомо по airport: air = воздух.	nature,travel	
core5000	core5000:allow:verb:1	allow	разрешать	verb	A2	[əˈlaʊ]	They don't allow phones in class.	Они не разрешают телефоны на уроке.	Allow можно связать с aloud: если разрешили, можно сказать вслух.	communication,education	allows,allowed,allowing
core5000	core5000:almost:adverb:1	almost	почти	adverb	A2	[ˈɔːlməʊst]	I am almost ready.	Я почти готов.	Almost = all + most: почти всё, почти полностью.	time,daily life	
core5000	core5000:although:conjunction:1	although	хотя	conjunction	B1	[ɔːlˈðəʊ]	Although it was cold, we went outside.	Хотя было холодно, мы вышли на улицу.	Although часто начинает уступку: хотя что-то мешало, действие всё равно случилось.	communication,education	
core5000	core5000:amazing:adjective:1	amazing	удивительный	adjective	A2	[əˈmeɪzɪŋ]	The view was amazing.	Вид был удивительный.	Amazing связано с amaze — удивлять. Amazing = то, что удивляет.	emotions,travel	
core5000	core5000:ancient:adjective:1	ancient	древний	adjective	B1	[ˈeɪnʃənt]	We visited an ancient city.	Мы посетили древний город.	Ancient можно связать с античностью: ancient = древний.	history,travel	
core5000	core5000:animal:noun:1	animal	животное	noun	A1	[ˈænɪməl]	A dog is an animal.	Собака — это животное.	Animal похоже на “анимал”: международное слово.	nature,daily life	animals
core5000	core5000:appear:verb:1	appear	появляться; казаться	verb	A2	[əˈpɪə]	A message appeared on the screen.	На экране появилось сообщение.	Appear связано с appearance — появление, внешний вид.	technology,daily life	appears,appeared,appearing
core5000	core5000:area:noun:1	area	область; район	noun	A2	[ˈeəriə]	This area is quiet.	Этот район тихий.	Area почти как “ареал”: область, зона.	city,nature	areas
core5000	core5000:army:noun:1	army	армия	noun	A2	[ˈɑːmi]	He joined the army.	Он пошёл в армию.	Army почти как “армия”, легко запомнить.	society,people	armies
core5000	core5000:arrange:verb:1	arrange	организовывать; устраивать	verb	B1	[əˈreɪndʒ]	We arranged a meeting for Monday.	Мы организовали встречу на понедельник.	Arrange часто про порядок: arrange = разложить или организовать.	work,daily life	arranges,arranged,arranging
core5000	core5000:article:noun:1	article	статья; артикль	noun	A1	[ˈɑːtɪkəl]	I read an article about health.	Я прочитал статью о здоровье.	Article похоже на “артикль”, но также значит статья.	education,communication	articles
core5000	core5000:artist:noun:1	artist	художник; артист	noun	A1	[ˈɑːtɪst]	She is a famous artist.	Она известная художница.	Artist почти как “артист”, но часто значит художник.	art,people	artists
core5000	core5000:attack:verb:1	attack	атаковать; нападать	verb	B1	[əˈtæk]	The dog attacked the man.	Собака напала на мужчину.	Attack почти как “атака”: attack = атаковать.	society,daily life	attacks,attacked,attacking
core5000	core5000:audience:noun:1	audience	аудитория; зрители	noun	B1	[ˈɔːdiəns]	The audience liked the show.	Зрителям понравилось шоу.	Audience похоже на “аудитория”: группа слушателей или зрителей.	art,communication	audiences
core5000	core5000:author:noun:1	author	автор	noun	A2	[ˈɔːθə]	The author wrote a new book.	Автор написал новую книгу.	Author почти как “автор”, только английское произношение.	education,art	authors
core5000	core5000:average:adjective:1	average	средний; обычный	adjective	A2	[ˈævərɪdʒ]	The average price is ten dollars.	Средняя цена — десять долларов.	Average лучше учить через average price = средняя цена.	money,education	
core5000	core5000:background:noun:1	background	фон; прошлое; опыт	noun	B1	[ˈbækɡraʊnd]	The photo has a dark background.	У фото тёмный фон.	Background = back + ground: задний план, фон.	technology,art	backgrounds
core5000	core5000:base:noun:1	base	основа; база	noun	B1	[beɪs]	This idea is the base of our plan.	Эта идея — основа нашего плана.	Base почти как “база”: основа или опорная точка.	work,education	bases
