source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
core5000	core5000:remove:verb:1	remove	удалять; убирать	verb	A2	[rɪˈmuːv]	Remove the file from the folder.	Удали файл из папки.	Remove = re + move по форме: убрать/переместить прочь. В IT remove = удалить.	daily life,IT	removes,removed,removing
core5000	core5000:replace:verb:1	replace	заменять	verb	B1	[rɪˈpleɪs]	Replace the old image with a new one.	Замени старое изображение новым.	Replace = re + place: поставить на место старого что-то новое. В IT часто replace file/text.	work,IT	replaces,replaced,replacing
core5000	core5000:reply:verb:1	reply	отвечать	verb	A2	[rɪˈplaɪ]	Please reply to my message.	Пожалуйста, ответь на моё сообщение.	Reply часто идёт с to: reply to a message — ответить на сообщение.	communication,IT	replies,replied,replying
core5000	core5000:report:noun:1	report	отчёт; доклад	noun	A2	[rɪˈpɔːt]	I wrote a report about the project.	Я написал отчёт о проекте.	Report почти как “рапорт/репорт”. В IT report = отчёт об ошибке или данных.	work,IT	reports
core5000	core5000:require:verb:1	require	требовать	verb	B1	[rɪˈkwaɪə]	This task requires time.	Эта задача требует времени.	Require связано с requirement — требование. В IT requirements = требования к проекту.	work,IT	requires,required,requiring
core5000	core5000:research:noun:1	research	исследование	noun	A2	[rɪˈsɜːtʃ]	She does research in biology.	Она занимается исследованием в биологии.	Research = re + search: как будто “искать снова и глубже”, исследовать.	science,education	
core5000	core5000:resource:noun:1	resource	ресурс	noun	B1	[rɪˈsɔːs]	This website is a useful resource.	Этот сайт — полезный ресурс.	Resource почти как “ресурс”. В IT resource = файл, память, данные или внешний ресурс.	education,IT	resources
core5000	core5000:response:noun:1	response	ответ; реакция	noun	B1	[rɪˈspɒns]	We received a quick response.	Мы получили быстрый ответ.	Response связано с respond — отвечать. В IT response часто значит ответ сервера.	communication,IT	responses
core5000	core5000:responsible:adjective:1	responsible	ответственный	adjective	B1	[rɪˈspɒnsəbəl]	She is responsible for the project.	Она отвечает за проект.	Responsible связано с responsibility — ответственность. Be responsible for = отвечать за что-то.	work,people	
core5000	core5000:result:noun:1	result	результат	noun	A1	[rɪˈzʌlt]	The result was better than expected.	Результат был лучше ожидаемого.	Result почти как “результат”.	education,work,IT	results
core5000	core5000:return:verb:1	return	возвращаться; возвращать	verb	A2	[rɪˈtɜːn]	Please return the book tomorrow.	Пожалуйста, верни книгу завтра.	Return = re + turn: повернуть назад, вернуться. В программировании return возвращает значение.	daily life,IT	returns,returned,returning
core5000	core5000:review:noun:1	review	обзор; отзыв	noun	A2	[rɪˈvjuː]	I read a review of the film.	Я прочитал отзыв о фильме.	Review = re + view: посмотреть ещё раз, обзор/отзыв. В IT code review = проверка кода.	communication,IT,work	reviews
core5000	core5000:risk:noun:1	risk	риск	noun	B1	[rɪsk]	There is a risk of failure.	Есть риск неудачи.	Risk почти как “риск”. Risk of something = риск чего-то.	work,health	risks
core5000	core5000:role:noun:1	role	роль	noun	A2	[rəʊl]	What is your role in the project?	Какая у тебя роль в проекте?	Role почти как “роль”. В IT role часто значит роль пользователя: admin, editor, user.	work,IT	roles
core5000	core5000:rule:noun:1	rule	правило	noun	A1	[ruːl]	You must follow the rules.	Ты должен соблюдать правила.	Rule = правило. В CSS rule тоже значит правило стилей.	education,IT	rules
core5000	core5000:safe:adjective:1	safe	безопасный	adjective	A2	[seɪf]	This place is safe.	Это место безопасно.	Safe вошло в русский как “сейф”: место для безопасного хранения. Safe = безопасный.	health,IT,daily life	safer,safest
core5000	core5000:save:verb:1	save	сохранять; спасать	verb	A1	[seɪv]	Save the file before you close it.	Сохрани файл перед закрытием.	Save = спасать или сохранять. В IT save file = сохранить файл.	daily life,IT	saves,saved,saving
core5000	core5000:scale:noun:1	scale	масштаб; шкала	noun	B1	[skeɪl]	Use a scale from one to ten.	Используй шкалу от одного до десяти.	Scale = шкала или масштаб. В IT scale может значить масштабировать систему.	education,IT	scales
core5000	core5000:schedule:noun:1	schedule	расписание; график	noun	A2	[ˈʃedjuːl]	My schedule is full today.	Моё расписание сегодня заполнено.	Schedule = расписание/график. В проектах schedule = план по времени.	time,work,IT	schedules
core5000	core5000:score:noun:1	score	счёт; результат	noun	A2	[skɔː]	The final score was two to one.	Итоговый счёт был два к одному.	Score = счёт в игре или результат теста.	sport,education	scores
core5000	core5000:screen:noun:1	screen	экран	noun	A2	[skriːn]	Look at the screen.	Посмотри на экран.	Screen = экран. В IT одно из базовых слов интерфейса.	technology,IT	screens
core5000	core5000:search:verb:1	search	искать	verb	A2	[sɜːtʃ]	Search for the word in the text.	Найди слово в тексте.	Search = искать. В IT search = поиск по сайту/базе/файлам.	communication,IT	searches,searched,searching
core5000	core5000:section:noun:1	section	раздел; секция	noun	A2	[ˈsekʃən]	Read the next section.	Прочитай следующий раздел.	Section почти как “секция”: часть текста, сайта или документа.	education,IT	sections
core5000	core5000:select:verb:1	select	выбирать	verb	A2	[sɪˈlekt]	Select the correct answer.	Выбери правильный ответ.	Select почти как “селект”. В интерфейсах select = выбрать, select box = выпадающий список.	education,IT	selects,selected,selecting
core5000	core5000:sense:noun:1	sense	смысл; чувство	noun	B1	[sens]	This sentence makes no sense.	Это предложение не имеет смысла.	Sense = смысл или чувство. Полезная фраза: make sense — иметь смысл.	communication,education	senses
core5000	core5000:sentence:noun:1	sentence	предложение	noun	A1	[ˈsentəns]	Write one sentence about your family.	Напиши одно предложение о своей семье.	Sentence = предложение в грамматике. Не путать с offer/proposal как “предложение”.	education,communication	sentences
core5000	core5000:separate:adjective:1	separate	отдельный	adjective	A2	[ˈseprət]	Put the files in separate folders.	Положи файлы в отдельные папки.	Separate = отдельный. В IT separate files/folders = отдельные файлы/папки.	daily life,IT	
core5000	core5000:series:noun:1	series	серия; ряд	noun	A2	[ˈsɪəriːz]	This is a series of lessons.	Это серия уроков.	Series почти как “серия”. Важно: форма series одинаковая в singular и plural.	education,IT	series
core5000	core5000:serious:adjective:1	serious	серьёзный	adjective	A2	[ˈsɪəriəs]	This is a serious problem.	Это серьёзная проблема.	Serious почти как “серьёзный”.	daily life,work	
core5000	core5000:service:noun:1	service	услуга; сервис	noun	A2	[ˈsɜːvɪs]	This service is free.	Этот сервис бесплатный.	Service почти как “сервис”: услуга или онлайн-сервис.	work,IT,shopping	services
core5000	core5000:set:verb:1	set	устанавливать; задавать	verb	A2	[set]	Set the password again.	Задай пароль заново.	Set — очень многозначное слово. В IT часто значит установить/задать значение: set password, set value.	daily life,IT	sets,set,setting
core5000	core5000:setting:noun:1	setting	настройка	noun	B1	[ˈsetɪŋ]	Change the language setting.	Измени настройку языка.	Setting = set + -ing: то, что задано. В IT settings = настройки.	IT,technology	settings
core5000	core5000:share:verb:1	share	делиться; распространять	verb	A2	[ʃeə]	Share the link with your friend.	Поделись ссылкой с другом.	Share = делиться. В IT share link/file = поделиться ссылкой/файлом.	communication,IT	shares,shared,sharing
